,UserName,Class_before,PredClass_before,Class,PredClass
770,28mcmullinm,1,0,1,0
771,4157613130,1,0,1,0
777,80399798MF,1,0,1,0
799,D1694631,1,0,1,0
827,Judgement_Noah,1,0,1,0
854,Pinkachu-,1,0,1,0
857,RPF_Translation,1,0,1,0
863,ScratchAttack10105,1,0,1,0
870,TheNuclearYT,1,0,1,0
871,TheRealZenox,1,0,1,0
876,VanillaMallowz2,1,0,1,0
912,cs2374312,1,0,1,0
914,cs2387955,1,0,1,0
920,cs2429092,1,0,1,0
923,cs2448674,1,0,1,0
924,cs2448800,1,0,1,0
927,cs2524428,1,0,1,0
930,cs2586622,1,0,1,0
988,nightcorelounge,1,0,1,0
989,nikitaangrybirds3,1,0,1,0
995,outsidequest,1,0,1,0
997,parkyj5525,1,0,1,0
1005,randomhuman3,1,0,1,0
1029,why10110,1,0,1,0
1030,wolfbreaththeloyal,1,0,1,0
1034,-WolfyAnimates-,0,1,0,1
1036,20013889,0,1,0,1
1037,2358985765898,0,1,0,1
1040,AAronDinh2018,0,1,0,1
1046,CGI10,0,1,0,1
1047,CheckyTheCheckMark,0,1,0,1
1054,HenrySchwarz,0,1,0,1
1057,Jack17C,0,1,0,1
1060,LD480501,0,1,0,1
1064,Loser_Gacha,0,1,0,1
1065,Meamreal,0,1,0,1
1068,MsProbst,0,1,0,1
1073,Psicopata-Chan,0,1,0,1
1074,PusheenLover109,0,1,0,1
1079,SPX3MAXG,0,1,0,1
1082,Skittle_zZ,0,1,0,1
1089,Wisteria1116,0,1,0,1
1090,WolfRainer,0,1,0,1
1094,beyzaozturk363,0,1,0,1
1102,cs2368228,0,1,0,1
1107,cs3073941,0,1,0,1
1111,dieu70804,0,1,0,1
1115,fnaflover20011,0,1,0,1
1121,itsilluminati10,0,1,0,1
1125,laradolezal,0,1,0,1
1126,mariaclarabj4,0,1,0,1
1128,nerdraerae,0,1,0,1
1130,posje,0,1,0,1
1135,stefanodp,0,1,0,1
1137,supersy64,0,1,0,1
1141,wobblyfairy727,0,1,0,1
1142,yenka,0,1,0,1
1146,-raccoons-,1,0,1,0
1168,AleCZ00,1,0,1,0
1176,BlueRazzbery,1,0,1,0
1205,James3912Again,1,0,1,0
1213,Lil_Bee_Catzo,1,0,1,0
1251,TheGreatestBagel,1,0,1,0
1254,The_Sleepiqq_Kiinqq,1,0,1,0
1283,cs2360208,1,0,1,0
1289,cs2388019,1,0,1,0
1325,cs3642535,1,0,1,0
1362,metametaman,1,0,1,0
1373,nyanmandoge,1,0,1,0
1382,peenut581,1,0,1,0
1385,purplecatsuni,1,0,1,0
1398,tacocatpro,1,0,1,0
1406,valkyrielegend21,1,0,1,0
1407,verysleepymonkey,1,0,1,0
1420,ACPLAZMA,0,1,0,1
1421,ADCrouch,0,1,0,1
1433,HaziqToyBonzieSC,0,1,0,1
1437,Im320,0,1,0,1
1442,ML9761302,0,1,0,1
1447,OwenOrtmeier_,0,1,0,1
1448,Painters_R0ck,0,1,0,1
1449,Pervysage123,0,1,0,1
1453,SPW_JuliaW,0,1,0,1
1455,TheAmazingNormalGuy,0,1,0,1
1459,UnbeatableGirl,0,1,0,1
1460,Wubbley_Bubbley,0,1,0,1
1461,Zartmo19,0,1,0,1
1463,_Meem_,0,1,0,1
1464,aeren41,0,1,0,1
1467,asdfghjkl16234255,0,1,0,1
1468,ballora1-8,0,1,0,1
1472,cbfox,0,1,0,1
1476,cs2358490,0,1,0,1
1481,cs2391258,0,1,0,1
1485,cs2460184,0,1,0,1
1492,ecolegareau3,0,1,0,1
1494,equipoamigo11,0,1,0,1
1496,gengar2010,0,1,0,1
1497,giovannagelinskibj02,0,1,0,1
1498,hcc840448,0,1,0,1
1505,mattiasposito,0,1,0,1
1506,maximillion09090,0,1,0,1
1511,nadazec,0,1,0,1
1518,totoro-child,0,1,0,1
1523,y3ash2018,0,1,0,1
1531,1A_G15_MS-AL,1,0,1,0
1545,5928005225,1,0,1,0
1561,Codingdude8,1,0,1,0
1568,DHOParker,1,0,1,0
1599,Klinejd,1,0,1,0
1612,MoonTheMindreader,1,0,1,0
1622,Rai123-Scratch,1,0,1,0
1624,Ray-lee,1,0,1,0
1636,Strawberry_Toast,1,0,1,0
1656,atiqahfa,1,0,1,0
1658,ayaa2008m,1,0,1,0
1679,cs2360205,1,0,1,0
1687,cs2385125,1,0,1,0
1698,cs2446818,1,0,1,0
1699,cs2448214,1,0,1,0
1700,cs2461562,1,0,1,0
1704,cs2527516,1,0,1,0
1708,cs2622592,1,0,1,0
1712,d1676778,1,0,1,0
1723,goolap,1,0,1,0
1733,kcs14267,1,0,1,0
1745,lucalba,1,0,1,0
1750,mduggggg,1,0,1,0
1753,muhammedcanbasbu,1,0,1,0
1759,ninjadavidSo,1,0,1,0
1766,pikamew2a,1,0,1,0
1767,powerpuffstar,1,0,1,0
1788,wolfieanimations12,1,0,1,0
1793,zero24Mickey,1,0,1,0
1800,27odonnelld,0,1,0,1
1805,Blixer2,0,1,0,1
1807,Cutie_Coder11,0,1,0,1
1809,DrakeMaxEVEN,0,1,0,1
1815,GTL9,0,1,0,1
1817,HatsuneMiku2,0,1,0,1
1819,HirochiCarSales,0,1,0,1
1827,LuNa2OO7,0,1,0,1
1830,Marsh_Mello_Rulez,0,1,0,1
1838,RugratE,0,1,0,1
1844,Tacobro-1,0,1,0,1
1855,_mdkspro_,0,1,0,1
1857,creative_unicorn0709,0,1,0,1
1858,cs2337087,0,1,0,1
1863,cs2458465,0,1,0,1
1865,cs2488530,0,1,0,1
1866,cs2516577,0,1,0,1
1869,cs3446263,0,1,0,1
1870,cs3584550,0,1,0,1
1871,drk2111,0,1,0,1
1876,haruhi2019,0,1,0,1
1877,hcc825922,0,1,0,1
1881,jferroo2019,0,1,0,1
1884,martiroksan,0,1,0,1
1889,oh-snap,0,1,0,1
1890,peachymegido,0,1,0,1
1900,swaggersouls68,0,1,0,1
1905,zakivaps315,0,1,0,1
1937,Anika238,1,0,1,0
1966,Great1Good,1,0,1,0
1974,JP750664,1,0,1,0
1975,JULIADENKER,1,0,1,0
1979,KamoJ,1,0,1,0
2015,Sanstheboss_,1,0,1,0
2030,TobyDogO,1,0,1,0
2041,_LemonLime_,1,0,1,0
2043,__JOEY_DREW__,1,0,1,0
2072,cs2388661,1,0,1,0
2082,cs2467537,1,0,1,0
2092,d_octorwho,1,0,1,0
2094,donutsaresuperawesom,1,0,1,0
2108,hiwar_4_2019,1,0,1,0
2121,lalunedeer72,1,0,1,0
2129,lucasIchikawa,1,0,1,0
2140,phosphorusl,1,0,1,0
2165,trippbyrd937,1,0,1,0
2171,wcthewolfpire,1,0,1,0
2177,-rainydayboy,0,1,0,1
2178,023b48,0,1,0,1
2187,Bdon19,0,1,0,1
2194,DariVB,0,1,0,1
2195,Dea986,0,1,0,1
2199,Foozled,0,1,0,1
2201,Fuzzykitten29,0,1,0,1
2208,KittyCatMcKenzie,0,1,0,1
2211,MaxEid25,0,1,0,1
2214,OMGwafflecat,0,1,0,1
2216,PizzavsPizzaWings,0,1,0,1
2217,PollMichEVEN,0,1,0,1
2218,ProjectSpammer,0,1,0,1
2219,Shimmer-N-Shine,0,1,0,1
2221,The_Everything,0,1,0,1
2225,adriaAJ,0,1,0,1
2226,akkel123,0,1,0,1
2227,anguku,0,1,0,1
2228,berdeak,0,1,0,1
2230,carlarodriiguez,0,1,0,1
2231,cloohoo918,0,1,0,1
2234,cs2371331,0,1,0,1
2236,cs2374405,0,1,0,1
2241,cs3318142,0,1,0,1
2242,cs3556895,0,1,0,1
2246,fabnia,0,1,0,1
2247,genpachi-kodo019,0,1,0,1
2252,hcc840330,0,1,0,1
2256,joseAlbuquerque10,0,1,0,1
2258,kokoAng,0,1,0,1
2261,meme-master_1x1x1,0,1,0,1
2262,moo_meow,0,1,0,1
2264,oofman24ot,0,1,0,1
2265,pigeon55,0,1,0,1
2267,redcatthesecond,0,1,0,1
2268,samlet238,0,1,0,1
2271,skyfull-of-stars,0,1,0,1
2272,sonic200819,0,1,0,1
2274,thegameking1116,0,1,0,1
2275,thejazzman18,0,1,0,1
2278,uincorn17,0,1,0,1
2280,unicorn4lifelove,0,1,0,1
2283,wigglecman566,0,1,0,1
2284,wmsALI048,0,1,0,1
2295,19045nicks,1,0,1,0
2305,A983sWorldUltimate,1,0,1,0
2311,Arabelle123,1,0,1,0
2318,CandiWolfy,1,0,1,0
2345,ItzNowzPlayz,1,0,1,0
2373,Nata_G,1,0,1,0
2375,Nose2018,1,0,1,0
2398,TheVoid-,1,0,1,0
2401,VortexGaming5,1,0,1,0
2402,Xx-Temmie-xX,1,0,1,0
2404,Yadeeeee,1,0,1,0
2418,bsatchinson1234,1,0,1,0
2420,c1675813,1,0,1,0
2426,clca7,1,0,1,0
2427,coltdoughnutdog6,1,0,1,0
2431,cs2359773,1,0,1,0
2437,cs2374318,1,0,1,0
2452,cs2446833,1,0,1,0
2458,cs2510599,1,0,1,0
2466,cs2996286,1,0,1,0
2476,funtimefriend,1,0,1,0
2483,isensnic,1,0,1,0
2503,mkh151437,1,0,1,0
2535,skyhundredgamer857,1,0,1,0
2542,star_struck16,1,0,1,0
2564,1920p4b,0,1,0,1
2572,BS628507,0,1,0,1
2573,Ballerin07,0,1,0,1
2575,Caymoo18,0,1,0,1
2577,ChristineAesthetic,0,1,0,1
2580,DSidorova,0,1,0,1
2581,DogSpace444,0,1,0,1
2582,DragonDreemurr,0,1,0,1
2585,KatieLovesAlexa,0,1,0,1
2588,LiteNing-Piecey,0,1,0,1
2591,Magikarpisaboss,0,1,0,1
2595,Musaja,0,1,0,1
2597,October_Rain,0,1,0,1
2600,SHNASHQ,0,1,0,1
2608,WolfFang2003001,0,1,0,1
2611,_akicka_,0,1,0,1
2616,bassl934,0,1,0,1
2619,caioBarros4,0,1,0,1
2620,caye5c12,0,1,0,1
2621,colin_rhynalds12,0,1,0,1
2622,comanderfoxx,0,1,0,1
2623,cookie9999999,0,1,0,1
2625,cs2177738,0,1,0,1
2626,cs2258704_Jimin_BTS,0,1,0,1
2631,cs2406751,0,1,0,1
2633,cs2486182,0,1,0,1
2636,diana20070102,0,1,0,1
2637,drugiPR,0,1,0,1
2642,fanta_itztomk,0,1,0,1
2645,guerriera2009,0,1,0,1
2648,joel_2006_28,0,1,0,1
2649,kiarahl,0,1,0,1
2651,lillypuppy30,0,1,0,1
2652,lllliiiioooozzzz,0,1,0,1
2653,mariraksa51bj,0,1,0,1
2654,martinez_marta,0,1,0,1
2657,nice445,0,1,0,1
2667,zoomaw,0,1,0,1
2680,6611017980,1,0,1,0
2698,Bumpbump2306,1,0,1,0
2713,Drayton_Tucker24,1,0,1,0
2716,EStrachan1,1,0,1,0
2733,JZtop,1,0,1,0
2771,Saxmap16,1,0,1,0
2793,beansmemes,1,0,1,0
2808,codetoenhance,1,0,1,0
2809,cookoo8,1,0,1,0
2810,crazy632grape,1,0,1,0
2812,cs2352030,1,0,1,0
2834,cs2446854,1,0,1,0
2839,cs2466069,1,0,1,0
2845,cs2621495,1,0,1,0
2851,cscastrejon,1,0,1,0
2912,s1754889,1,0,1,0
2917,saveseaotters,1,0,1,0
2934,wolf_in_the_wind,1,0,1,0
2935,wolfythewolfgirl,1,0,1,0
2944,19siam,0,1,0,1
2946,5-F310,0,1,0,1
2947,5Agrup3,0,1,0,1
2948,Angel_Star1,0,1,0,1
2950,Archibald_Claus,0,1,0,1
2953,BlueFoxJTB,0,1,0,1
2957,D4FD19,0,1,0,1
2963,HackerOW,0,1,0,1
2967,JC700590,0,1,0,1
2969,Kittykatgirl19,0,1,0,1
2971,LightningLandon3,0,1,0,1
2972,Mammamargherita,0,1,0,1
2973,MatthewCurrington,0,1,0,1
2975,Morkeh,0,1,0,1
2977,Mydoggokai,0,1,0,1
2978,NM-SC2,0,1,0,1
2982,RoderickLottJr,0,1,0,1
2984,Ryi_The_Fox,0,1,0,1
2985,Sashlyfangirl,0,1,0,1
2992,TuiTHS2019,0,1,0,1
2993,WAT12552862,0,1,0,1
2998,ainisssss,0,1,0,1
3001,arturmullerbj52,0,1,0,1
3004,burger51,0,1,0,1
3006,carolinaAyres,0,1,0,1
3010,cs2358455,0,1,0,1
3015,cs2500584,0,1,0,1
3021,drugiFM,0,1,0,1
3022,egg_of_life,0,1,0,1
3024,ilee2020,0,1,0,1
3031,kl_4d,0,1,0,1
3032,madmewmewalphys,0,1,0,1
3034,msjethomasjoshua,0,1,0,1
3036,nebT,0,1,0,1
3038,pokemon240,0,1,0,1
3047,viceat18,0,1,0,1
3049,-JohnTheSimpluman-,1,0,1,0
3058,20221401,1,0,1,0
3060,22ploth,1,0,1,0
3070,BRIDGET_THE_CODER,1,0,1,0
3083,DarrenCSB2,1,0,1,0
3095,GoopdogJermy,1,0,1,0
3097,Hornet85,1,0,1,0
3124,Mike--wazowski,1,0,1,0
3152,Undertale_Sanss,1,0,1,0
3162,_TimberWolf_,1,0,1,0
3164,ameliaacanada,1,0,1,0
3179,c1705925,1,0,1,0
3182,caisner2020,1,0,1,0
3186,charlies-hoodie,1,0,1,0
3196,cs2388706,1,0,1,0
3197,cs2389084,1,0,1,0
3201,cs2395816,1,0,1,0
3211,cs2445646,1,0,1,0
3212,cs2445693,1,0,1,0
3226,cwkmihkel30235,1,0,1,0
3227,d1715249,1,0,1,0
3266,lilcommander009,1,0,1,0
3271,majdawad2020,1,0,1,0
3277,mewKITTYKATmew,1,0,1,0
3286,paradot_fan,1,0,1,0
3299,sfzanet,1,0,1,0
3308,unestudiante12,1,0,1,0
3309,unicorn1234lover123,1,0,1,0
3321,1014617,0,1,0,1
3322,1028272,0,1,0,1
3323,138_3d_10,0,1,0,1
3326,28bullj,0,1,0,1
3330,Bfdifan43,0,1,0,1
3331,C1707679,0,1,0,1
3335,Dazh7,0,1,0,1
3339,FlameKing24,0,1,0,1
3342,HATAKEKAKASHICHIDORI,0,1,0,1
3348,JesseMario2009,0,1,0,1
3349,KuklinaA,0,1,0,1
3354,RyanAndStuff,0,1,0,1
3362,TerryTRex11,0,1,0,1
3364,VectorWorkshop,0,1,0,1
3365,White2019,0,1,0,1
3368,Zakk_Frost,0,1,0,1
3374,aquafox398,0,1,0,1
3376,awesomeandres,0,1,0,1
3378,bk_eskisehir,0,1,0,1
3383,cs2352139,0,1,0,1
3388,cs2360272,0,1,0,1
3389,cs2374262,0,1,0,1
3393,cs2518848,0,1,0,1
3396,destrolilly,0,1,0,1
3402,jacbar18,0,1,0,1
3407,maeae23,0,1,0,1
3408,make-dat-money,0,1,0,1
3415,paliontologest12,0,1,0,1
3420,rulebreakerqueen_264,0,1,0,1
3422,skrull360,0,1,0,1
3429,zha33560,0,1,0,1
3432,-sushiiq-,1,0,1,0
3438,26jobert,1,0,1,0
3445,8015717XR,1,0,1,0
3455,Anbuggie,1,0,1,0
3481,Freddy9207,1,0,1,0
3504,Kittycat9209,1,0,1,0
3506,Luigi_The_Gamer45,1,0,1,0
3518,OOOOOOfyAgain,1,0,1,0
3528,Salvatoreperiod10,1,0,1,0
3533,SerenaJustTalkYT,1,0,1,0
3545,TheSteelNinja,1,0,1,0
3548,UltroGmr,1,0,1,0
3551,WESTEBRA000,1,0,1,0
3554,WolfyFaery,1,0,1,0
3559,_Astryx_,1,0,1,0
3564,audrox08,1,0,1,0
3577,c5_08,1,0,1,0
3580,chickman2020,1,0,1,0
3587,cs2371260,1,0,1,0
3618,domees12,1,0,1,0
3621,eboyisawesome,1,0,1,0
3641,madrijas000,1,0,1,0
3680,seamoara000,1,0,1,0
3682,slothlover27,1,0,1,0
3695,warc250,1,0,1,0
3697,wldks3808,1,0,1,0
3707,48u3a2,0,1,0,1
3708,602231,0,1,0,1
3713,Angelrose05,0,1,0,1
3714,BlockForces,0,1,0,1
3716,Bsartin,0,1,0,1
3723,Frostingkittycupcak9,0,1,0,1
3724,GogMilan,0,1,0,1
3726,Griffinclaw_is_me,0,1,0,1
3727,HeIIo_HeIIo,0,1,0,1
3728,Horsecrazy09,0,1,0,1
3735,Jaxk_,0,1,0,1
3740,MIlen125,0,1,0,1
3762,bernatmireia,0,1,0,1
3764,cg27check,0,1,0,1
3766,codingpenguin123,0,1,0,1
3767,cs2358486,0,1,0,1
3769,cs2360215,0,1,0,1
3770,cs2402088,0,1,0,1
3773,cs2446824,0,1,0,1
3775,cs2456318,0,1,0,1
3776,cs2517385,0,1,0,1
3782,dv_g09,0,1,0,1
3783,elephant6167,0,1,0,1
3790,josephbrowny830,0,1,0,1
3793,laclassedimatti,0,1,0,1
3794,lcgamer411,0,1,0,1
3797,majkaklingova,0,1,0,1
3800,nerearamon19,0,1,0,1
3805,surucu23,0,1,0,1
3806,thebonfan,0,1,0,1
3807,v1ctor_mur1llo,0,1,0,1
