,UserName,Class_before,PredClass_before,Class,PredClass
3479,cs2462817,1,0,1,0
3480,deathmaster51,1,0,1,0
3482,dogeegodgod,1,0,1,0
3484,escada21,1,0,1,0
3486,fanaysia,1,0,1,0
3487,frandbri,1,0,1,0
3488,gameboy77779,1,0,1,0
3489,hss-tech,1,0,1,0
3490,indigo-starstrike,1,0,1,0
3491,ismaelj1680,1,0,1,0
3492,jeffreylangleyecs,1,0,1,0
3493,jerry-cheng,1,0,1,0
3494,jv2026,1,0,1,0
3497,lbms71918,1,0,1,0
3500,moomoopoo9,1,0,1,0
3503,nminh0802,1,0,1,0
3506,otosikinature,1,0,1,0
3509,qkrwodn97,1,0,1,0
3510,r1zv1,1,0,1,0
3511,realmemj,1,0,1,0
3513,s613394,1,0,1,0
3514,salaria1,1,0,1,0
3518,stastacyy,1,0,1,0
3519,stilezombie,1,0,1,0
3521,superbrainz21,1,0,1,0
3522,svergara-lanier,1,0,1,0
3523,teacherscratch_w,1,0,1,0
3525,white_whisker,1,0,1,0
3527,xXseroloXx,1,0,1,0
3551,27pdai,0,1,0,1
3587,Chris136_,0,1,0,1
3590,Codingforkids1196,0,1,0,1
3601,DinosaurDash,0,1,0,1
3602,Dthedemonking,0,1,0,1
3667,MINEMAN_C,0,1,0,1
3765,bubble2626,0,1,0,1
3862,hectorgomez19,0,1,0,1
3881,kiki888888,0,1,0,1
3908,mitz11,0,1,0,1
3920,nghi7a1,0,1,0,1
3931,paoloorsixvsiracusa,0,1,0,1
3990,-_Ink-Sans_-,1,0,1,0
3991,09probro9,1,0,1,0
3992,2josh19,1,0,1,0
3994,5924006482,1,0,1,0
3995,725415,1,0,1,0
3996,Abdunoure1819,1,0,1,0
3997,AkoSiDoggie,1,0,1,0
3999,BashNapple,1,0,1,0
4002,CrazySonicGamer,1,0,1,0
4003,DarlaS03,1,0,1,0
4007,GJonathan,1,0,1,0
4008,Gastermastersans,1,0,1,0
4009,HHuang-tcsec,1,0,1,0
4011,Hugo_ANs,1,0,1,0
4012,Johndoe31,1,0,1,0
4013,KrowGaming,1,0,1,0
4016,LuttceBoi206,1,0,1,0
4017,MURZILKA_CAT_test,1,0,1,0
4019,OPLKK,1,0,1,0
4020,Olivia358325,1,0,1,0
4021,PlasmaDragon546,1,0,1,0
4023,ScratchTheCat-_-,1,0,1,0
4024,Scratch_Kittie,1,0,1,0
4028,SlumbrePudding720,1,0,1,0
4031,UltraNecrozma189,1,0,1,0
4033,amiller4346,1,0,1,0
4035,awesomeboi1234,1,0,1,0
4039,cascade-coder,1,0,1,0
4040,cawdd,1,0,1,0
4041,chansenhps,1,0,1,0
4042,coolhck,1,0,1,0
4045,cwkchloe34009,1,0,1,0
4046,finatere,1,0,1,0
4050,hadrei18,1,0,1,0
4051,hendrron001,1,0,1,0
4054,itsfreerealestates,1,0,1,0
4056,jl541,1,0,1,0
4057,jlovitt3033,1,0,1,0
4064,kysk219dhsaek102,1,0,1,0
4065,lexiflan,1,0,1,0
4066,lily_codes5459,1,0,1,0
4068,maxeslife,1,0,1,0
4075,pikamas,1,0,1,0
4076,rhakes34,1,0,1,0
4077,rosariocollados,1,0,1,0
4079,s119052,1,0,1,0
4080,s320385,1,0,1,0
4081,sansthecomic808,1,0,1,0
4083,schraedlm,1,0,1,0
4084,shrjamb,1,0,1,0
4085,sonicboy11,1,0,1,0
4087,squadron78,1,0,1,0
4088,ssmmal,1,0,1,0
4094,xXDaBoss06Xx,1,0,1,0
4095,ykonsta15,1,0,1,0
4096,zOctoling,1,0,1,0
4179,DarioPA,0,1,0,1
4230,Momolomo,0,1,0,1
4301,UmutOzkurt,0,1,0,1
4449,jonathanenriquez,0,1,0,1
4455,kinta1225,0,1,0,1
4500,robotL109,0,1,0,1
4515,star7755,0,1,0,1
4559,247JMS,1,0,1,0
4560,247MJW,1,0,1,0
4561,8munozgiova,1,0,1,0
4563,Alita2010,1,0,1,0
4564,Ashcash0324,1,0,1,0
4567,BriannaDMSV3,1,0,1,0
4571,Cryogenal,1,0,1,0
4574,EndlessErrors,1,0,1,0
4575,Fattycakez,1,0,1,0
4576,Flamingarrow72,1,0,1,0
4577,FlyingWolfCat,1,0,1,0
4579,Grongo007,1,0,1,0
4580,Hfowler421842,1,0,1,0
4581,Hissing_Burrito,1,0,1,0
4585,KittyKittyKatCat,1,0,1,0
4586,Lycaon246,1,0,1,0
4587,MADMAXD666,1,0,1,0
4590,NewFelipebross,1,0,1,0
4592,ProphecyCLAY,1,0,1,0
4594,Refed,1,0,1,0
4596,STHO1070,1,0,1,0
4599,Still_Chill_Carlito,1,0,1,0
4604,Xtrem3Dogg0,1,0,1,0
4605,YourDailyContent,1,0,1,0
4607,annhi2010,1,0,1,0
4609,background321,1,0,1,0
4613,cs2367641,1,0,1,0
4614,cs2394097,1,0,1,0
4615,cs2448674,1,0,1,0
4616,cs2464749,1,0,1,0
4617,cs2533176,1,0,1,0
4618,cs3540950,1,0,1,0
4619,cs3708826,1,0,1,0
4621,dhkim0007,1,0,1,0
4624,dunchy,1,0,1,0
4625,emily_coderkidstx,1,0,1,0
4626,endgaming,1,0,1,0
4627,gerard30ster,1,0,1,0
4628,gh1117,1,0,1,0
4629,hcc836210,1,0,1,0
4630,huntert123,1,0,1,0
4632,jaredeye,1,0,1,0
4634,kberganza0002,1,0,1,0
4635,kcs18340,1,0,1,0
4636,kelsta-nnawuba,1,0,1,0
4637,kykykyking,1,0,1,0
4639,martalopezn,1,0,1,0
4641,mduggggg,1,0,1,0
4643,mmcelwee42,1,0,1,0
4648,no-time-to-explain,1,0,1,0
4651,peenut581,1,0,1,0
4652,pereiraadelmo,1,0,1,0
4654,rafarea26,1,0,1,0
4655,rocfp,1,0,1,0
4657,s125260,1,0,1,0
4659,s643119,1,0,1,0
4660,scattercap666,1,0,1,0
4662,staronocean,1,0,1,0
4663,tunglam28,1,0,1,0
4664,whosjmzzz,1,0,1,0
4711,Aston5016,0,1,0,1
4737,DEAVER2019,0,1,0,1
4771,HushythewolfZabin,0,1,0,1
4801,MEMEE_KID,0,1,0,1
4872,WAT12552862,0,1,0,1
5036,littlecheez,0,1,0,1
5091,selenabernal,0,1,0,1
5128,22bwaite,1,0,1,0
5129,2Tyson19,1,0,1,0
5131,8011364nl,1,0,1,0
5138,Bumpbump2306,1,0,1,0
5139,C9Blasberg,1,0,1,0
5143,DM2028WASD,1,0,1,0
5144,DemoArsen,1,0,1,0
5145,EducatedCow,1,0,1,0
5146,Hackley122,1,0,1,0
5147,Its_OnlyWolf,1,0,1,0
5148,JSmarba,1,0,1,0
5150,Kezlik,1,0,1,0
5151,LDFCS19,1,0,1,0
5153,Lower-Space,1,0,1,0
5154,MasterNicky2006,1,0,1,0
5156,Nicholas_Ramirez,1,0,1,0
5159,PrinceOfSpades,1,0,1,0
5161,SSnow88,1,0,1,0
5164,TheKirbLord,1,0,1,0
5167,TranP12372,1,0,1,0
5172,_Silverhawk_,1,0,1,0
5173,a36192,1,0,1,0
5174,bch33352,1,0,1,0
5179,capenaar000,1,0,1,0
5180,cesnut,1,0,1,0
5181,champion_3,1,0,1,0
5183,cosmeto,1,0,1,0
5185,cs2395831,1,0,1,0
5187,cs2586622,1,0,1,0
5188,cwkmatthew28460,1,0,1,0
5192,enquartaroli,1,0,1,0
5205,laghert,1,0,1,0
5209,meemonn,1,0,1,0
5210,michaelat23,1,0,1,0
5213,newmetarutamanegi,1,0,1,0
5215,okayyyyyyyyyyyyy,1,0,1,0
5223,s543203,1,0,1,0
5225,shadowbro572,1,0,1,0
5226,smokers01,1,0,1,0
5227,sonicut,1,0,1,0
5228,sushant_da_sushi,1,0,1,0
5230,the_middle_house,1,0,1,0
5231,themrboi102obsol4ut,1,0,1,0
5234,willjb123,1,0,1,0
5316,Digitalwerkstatt-MDW,0,1,0,1
5355,Jordan-brunner123,0,1,0,1
5360,Kansascoders,0,1,0,1
5382,MoonTgames,0,1,0,1
5383,MrComputingUoB,0,1,0,1
5386,Mvlad,0,1,0,1
5417,Shnappi,0,1,0,1
5434,Temmie_Girl45,0,1,0,1
5574,gokuteen,0,1,0,1
5626,mineroak9,0,1,0,1
5641,personality123,0,1,0,1
5669,tandrewe,0,1,0,1
