UserName,Class,PredClass
HatsuneMiku2,0,1
HuskyGirl43,1,1
IamGroot567,1,1
IcyIsaiah04,1,1
Inky_and_Azzy,0,0
Irys_The_Rat,0,0
Issjus,0,0
Its_OnlyWolf,1,1
JA904458,0,0
JLRFan,0,1
JMoney0989,1,1
JULIADENKER,1,0
Jacksepticyce_fan,1,1
JangSeonHee,1,1
Jason-Tatum,0,0
Jason3332,0,1
JaySafi,0,1
Jerome69420,1,1
JesseMario2009,0,1
Jofigueroaalvar,1,1
JoshuaAnimations1234,0,0
JosiahTehAnimatior,1,0
JosueG0501,0,0
Jshannon3,1,1
KatieLovesAlexa,0,1
Kawaii_NANI,1,1
Kjay160,1,1
Klinejd,1,0
KuklinaA,0,1
Kunithecat,0,0
LANCEISKING,1,0
LPSkitty07,0,0
Latiott,1,1
LeoFScratch,1,1
Lol8ossman,1,1
Loser_Potato,0,0
MBFCS19,1,1
ML9761302,0,1
MMMEEEEEOOOOOOWWWW,1,1
Marbled_Lime,1,1
Mari_Mat,1,0
Marsh_Mello_Rulez,0,1
MeeWee24,1,1
Merplandia26,0,0
Mhernandez593,0,0
MiracleDPA,1,1
MontgomeryA125,1,1
MrPizzaa,1,1
Mugenov2012,1,1
Musaja,0,1
NamasteKhul,1,1
Nana4l81,1,1
NourozSyngeStreet,1,1
OOOOOOfyAgain,1,0
OliveArt,1,1
OwenOrtmeier_,0,1
Painters_R0ck,0,1
PartyAnimal20,1,1
Phaley123,1,1
PinkUnicornxox,1,1
Pizzab4boyz,1,1
PotatoBot1985,1,1
PrestonFlameboy,1,1
PurpleMarshmallows,1,1
R0BI,1,1
RUFF_MEOW_RUFF_MEOW,1,1
Rap_Boy,0,0
Ross35,1,1
SAVAGE_warrior_lover,0,0
SH4183,1,1
SHEcodes1,1,1
SauRou,1,1
ScratchAttack10105,1,0
SerenaJustTalkYT,1,0
SillyHazelnut,0,0
Skippy_Mcscooter,1,1
Smidgen37,0,0
SmolDoodler,1,1
Snow-Flake101,0,0
Snowyspirit1209,0,1
Spartan051608,1,1
SpottedYeet,1,1
Stone4374,1,1
Surp_juice,0,0
Swalker7,1,1
TacticalmElonJuice21,1,1
TheGamingNogOps,1,1
TheNewOne2989,0,0
TheNightBerserk,1,1
ThomasTheTank2008,1,1
Thunderbeardog,1,1
TicoRico25,1,1
Tyler1422,1,1
VFelix15,1,1
VG069114,1,1
Varner581,1,1
WaldrepI685,1,1
WinderScratch,1,1
Worp66Scream,1,0
Wubbley_Bubbley,0,1
XDblinddeathYT,0,0
YEETOScheetos,1,1
ZappiestHis54,1,1
Zartmo19,0,1
_Lazy_Fuzz_,0,0
_TimberWolf_,1,0
adriaAJ,0,1
aduckie2024,1,1
aesthetis,0,0
af_quogue,0,0
aicabi2,1,1
aleenaaziz,1,1
amazinggurliegurl1,0,0
anstr-oscar,0,0
arturmullerbj52,0,1
as9nik,1,1
ashih_sima,1,1
asjiles2007,0,0
at_g09,1,1
ayaa2008m,1,0
basher537,0,0
benj658a,1,1
biggiecheese9696,1,1
birdie79,1,1
blackfiredragonn,0,0
btsrmfire,0,0
burger51,0,1
camgotoofd,1,1
carmenaracil,1,1
carmennn16,1,1
catticorn24,0,1
cgj2019ehs,1,1
chrant18,1,1
codetoenhance,1,0
coolgiyTJMD9398,1,1
coolnate1234,1,1
craycray4rainbows,1,1
cs2305847,1,0
cs2352030,1,0
cs2352110,1,1
cs2355217,1,1
cs2358423,0,0
cs2358455,0,1
cs2359185,0,0
cs2360215,0,1
cs2360295,1,1
cs2372376,0,0
cs2372777,1,1
cs2374399,0,0
cs2379348,1,1
cs2381674,1,1
cs2382668,0,0
cs2391240,1,1
cs2391247,1,1
cs2404960,1,1
cs2423098,1,1
cs2445655,1,1
cs2446788,1,1
cs2446860,1,1
cs2448674,1,0
cs2462045,1,1
cs2480698,1,1
cs2488520,1,1
cs2518848,0,1
cs3078265,1,1
cs3131909,1,1
cs3133888,1,1
cs3148633,1,1
cs3158201,1,1
cs3193496,1,1
cs3384538,0,0
cs3415119,1,1
cs3556895,0,1
cs3708826,1,1
cutesseong,1,1
cwhq_sabreena,1,0
d1709948,0,0
daveman308,1,1
dmotas,1,0
elisefernandes14,1,1
eminurkov20,1,1
emuphant,1,1
eneef17,0,0
ep-ta18-19,0,0
fairybutter,0,1
fortniteandcuphead70,1,1
foxfoxfox30,1,1
fungirl299,1,1
g34371,1,1
gaming-taco29,1,1
grammynorma4,0,0
hackerDog101001,1,1
haykwal,1,1
hbu03-04,1,1
hcc840500,1,1
hectorgomez19,1,1
hiwar_4_2019,1,0
howdy23,1,1
huffleclawzebra250,0,0
iiNarwhalii,1,1
ilee2020,0,1
ilina30,1,1
invaderCVH,1,1
jOleen_P,1,1
jace_OwEn,1,1
jediryan913,0,0
jeffiscool1010,1,1
jesus_-,1,1
jji5608,1,1
jmontoyaw2019,0,0
jordan233546,0,1
jrobles10,1,1
jt15677,0,0
jtenenbaum-tcsns,1,1
jueun619,1,1
jwaller24,1,1
lala_0703,0,1
lcortesc2019,1,1
lemon_rolls,0,1
lia2010,1,1
lil_tommygun,1,1
lolxDdj,1,0
lrodriggor,1,1
luckylo24,0,0
lukriv2,1,1
malocon,1,1
marianafbj46,1,1
mariavoley,1,1
massa1819,1,1
masterdma,1,1
mattiasposito,0,1
mcapron,1,1
mccartneyhopf,0,0
mediawild,1,1
meryemu58,1,1
minthmar,0,0
misterchubb,1,1
mj033125,0,0
mkallala,1,0
moo_meow,0,1
msjethomasjoshua,0,1
myj4020,1,1
nayramolero19,1,1
netherfortress,1,1
netherheartgirl,1,1
noabot24,1,1
numberblock_3,1,1
ocelotman556,1,1
oriollozano2006,1,1
overlap06,1,1
pd5ws12rh,1,1
pirisori,1,1
pizza333333333,1,1
purplecatsuni,1,0
remon0247,1,1
ricardoYamamoto3,0,0
rkdsksgml123,1,1
rojdan,1,1
rulebreakerqueen_264,0,1
s563184,1,1
sPUnGbeB,1,0
siggypuppy,0,0
spirit_knight,1,1
sprock9352,1,1
stagecomp2k20,1,1
stormtheartcat,0,0
sugaboy,0,0
suhaela,1,1
sunboy78,0,1
survivalstride,1,1
susecat,0,1
sushant_da_sushi,1,1
susiew899,1,1
the_middle_house,1,1
theepicgamer54321,0,0
tjoelal,1,1
tlsin1220,1,1
tomeu2003,1,1
tong12234km,0,0
tuv622431,1,1
ugandan_tails_brodah,1,1
verysleepymonkey,1,0
vh0213,1,1
vickicat200,0,1
victormaccaroni,1,1
warrior_cats21,1,1
wcthewolfpire,1,0
welcome_to_cillis,1,1
wolf1301246337,1,1
wolverine60951,1,1
ycmoon55,1,1
yeetson55,0,0
youLOLface,1,1
youngoof,1,1
your_main_penguin,0,0
zachydoomsday,1,1
-FlourishTruly-,0,0
-sushiiq-,1,0
101RobloxFans,1,0
10699984,1,0
1213215001,1,1
123appel123,1,1
18b3_gage,0,0
18b3_kelly,0,0
18b3_mikio,0,0
18b3_roman,0,0
18b3_sabina,0,0
18b3_sarah,0,0
18b3_zoeh,0,0
1920p4b,0,1
1A_G15_MS-AL,1,0
1Ricardo12,1,1
20011866,1,1
20015046,1,1
22ploth,1,0
22putmb,1,1
23johnm,1,1
247DMH,1,1
340451af,1,1
5-C315315,1,0
8011160SD,1,1
8011273KP,1,1
8011364nl,1,1
9roserose,1,1
AAP2019ehs,1,1
AS737739,1,1
AVLOPEZ415,1,1
Acruz775,1,1
AlfredDiazX,1,1
AliceAngel2510,0,0
Alien_Scratcher,1,1
Alita2010,1,1
All_Fortnite_Emotes,1,1
AlmostJay,1,1
Anika238,1,0
AntnoineDPA,1,1
AntonioDeroni,1,1
Arabelle123,1,0
ArcticFoxesThebest,0,0
ArkZombie,1,0
Astigmatism,0,0
Avenger_Aesthetics,0,0
BJLFELIPE,1,0
BOBTHECODERV11,1,1
Baconjoeyhair,1,1
BaseBall_Queen123,0,0
BerryMaria,1,1
BiIvaMunner,0,0
Bielicke3824,1,1
Boomer246,1,1
BubblyLilBlossom,0,0
C1704557,0,0
C1707679,0,1
CMK2019ehs,1,1
CaidenceGb,0,0
CarolineXSB2,0,0
CastroCarreno2006,1,1
Cinnamon__Roll,0,1
CodingGenius3103,0,0
Codingdude8,1,0
ConnerHa,0,0
CuddleCat7,1,1
DK4L3,1,1
Danifrias_stlluis,1,1
Digitalwerkstatt-MDW,1,1
Dikoscare,0,0
Donut-go-dog,1,1
Drago_Ter,1,0
DragonDreemurr,0,1
Eddie_Murphy,1,1
Eoinpheist,0,0
Fadead,1,1
Forr24,1,1
Froggie980,1,1
GB3535Again,1,1
GiancarloP,1,1
Golu_unicorn,1,1
GrimsyWimsy,1,1
GuallpabriEVEN,0,0
HaHowAboutNo,0,1
HaziqToyBonzieSC,0,1
Heart_S06,0,0
Hope_Drift,1,1
IJust__Draw,1,0
ISABELLAM3764,0,0
I_like_food180,1,1
I_love_HORSES_22,1,1
Iamhappy1234,1,1
Ighor_Ubialli,1,1
JC700590,0,1
JGarza19,1,1
JKKevin,1,1
JM347827,1,1
JW254100,1,1
JackMartin12345,0,0
JellyTehBoi,1,1
Johnny_12345,1,1
JonochromeFan2018,1,1
Jonthecheeky,0,0
Joris14,1,1
Jucobian,1,1
Julie_-_,1,1
KAYLAKATZUN,0,0
KMinhasjcc,1,1
Kai-Flare_Blitz250,1,1
Kansascoders,1,1
KarinaLoc,1,1
LA13379,1,0
LAILABASS4,0,0
LBMS31919,1,1
LERATOtara10,0,0
LXE2019EHS,1,1
LanShi2018,1,1
LawrenceOliveira,1,1
Legoman6480,1,1
LiteNing-Piecey,0,1
MLFCS19,1,1
MM000005,1,1
MMFCS19,1,1
MarshmelloThings,1,1
Matty110,1,1
Maxton8002133,1,1
Mermaid_cat21,0,0
MettatonEon,1,1
MicroAnimate7527,1,1
Mike--wazowski,1,0
MikellinaWoman,1,1
Minnowpool,0,0
MoNKeY_boii_tReY_WeY,1,1
MoonlightDragon2,0,0
Nuubya,0,0
OGR1392,1,1
OliveEatzBananas,1,1
PandaCrazyannagirl,0,0
Pegasis0,1,1
Pickachu360,1,1
Pigacorn207,1,1
Practicas2019,0,0
PsychoFemale,0,0
PusheenLover109,0,1
Qwasey,0,0
RFMPaige,0,0
RPF_Translation,1,0
RauSal27,1,1
RedRebellion77,1,1
Riggamox000,0,0
Ripplefluff,0,0
Roman205,1,1
RosenJorEVEN,0,0
Ryehwitz,1,1
Ryss_g0t3m,1,1
SabresFan4Ever,0,0
Salami83,1,1
Scott1328,1,1
Scratchplayer_-_,0,1
Selfiequeen2010,0,0
Shaquille_Oatmeal2,1,1
SoonDubu,0,1
Spaceship-,0,0
Spirtteller07,0,0
Strawberry_Toast,1,0
Sydney_Animates,1,0
TAGllENERGY,1,1
TW2019ehs,1,1
TacoQB,1,1
TayteDMSC1,1,1
Terminatorisma2,1,1
TheBigKid2007,0,0
TheEpicJevil,0,0
TheEpicNightWing,1,1
TheRealMasonPenix,1,1
TheWorstDrawer,0,0
Thomas_Jacob_GR,0,0
ToCoolforuuu1010,1,1
TordleUwU,0,0
UNICORN_master2009,1,1
UserCdfjer,1,1
WC2019ehs,1,1
WilkiesFun4477,0,0
Wisteria1116,0,1
WolfyFaery,1,0
XRinRed,0,1
XxGrey_ScalexX,1,1
XxTuttlexX,1,1
XxsilverstringxX,1,1
Y33t_Meister,1,1
Zakk_Frost,0,1
abcde26,0,0
adhareshwar14,0,0
afr9,1,1
ainisssss,0,1
anguku,0,1
aura05128,0,0
baa-4t,1,1
banditoqq__,1,1
bbobo21,1,0
bendy_the_d3m0n,1,1
bk_eskisehir,0,1
brendolamapola,1,1
brimaiwand,1,1
cardanoaner,1,1
cecidacoolface,1,1
chara_night,0,0
cheesenhamboi23,1,1
clca7,1,0
cloohoo918,0,1
codeninja53,1,1
cookie9999999,0,1
cookoo8,1,0
cooltytus202,1,1
cs2177738,0,1
cs2339127,1,1
cs2343392,1,1
cs2358916,1,1
cs2364310,1,1
cs2366970,1,1
cs2368293,1,1
cs2371103,1,1
cs2374333,0,0
cs2387961,1,0
cs2388706,1,0
cs2391239,0,0
cs2393475,1,1
cs2394644,1,1
cs2394646,1,1
cs2394687,1,1
cs2401770,1,1
cs2407218,0,0
cs2429807,1,1
cs2432078,1,1
cs2436203,1,1
cs2444308,1,1
cs2446806,1,1
cs2446808,1,1
cs2462112,1,1
cs2462120,1,1
cs2466951,1,1
cs2477379,1,1
cs2510599,1,0
cs2518334,0,0
cs2533175,1,1
cs2543571,1,1
cs2579151,0,0
cs2617994,1,0
cs2618002,1,1
cs2629364,0,0
cs2657400,1,1
cs2773104,0,0
cs2856894,1,1
cs2996286,1,0
cs3033031,1,1
cs3140381,0,0
cs3502933,1,1
cs3540950,1,1
cvas0116,1,1
d1676778,1,0
daniel_redon,0,1
david_0822,1,1
deathmaster51,1,1
deb_gd,1,1
dhtjd07,1,1
dianmine,1,1
doughf,0,0
dovana2018,1,1
dragoreturns,1,1
dresdres,1,1
e36362,1,1
estergarcia0,1,0
ewalkowiak2020,1,1
f_jenna7,1,1
farias0006,1,1
fatimahsyifa14,1,1
finatere,1,1
fortniter13270,1,0
gaelgarcia2024,1,1
genpachi-kodo019,0,1
goolap,1,0
greatcastle,1,1
greatpenguin11,1,1
green677,1,1
hajiyun0406,1,1
harrypotter_21,1,1
hcc825922,0,1
hcc840448,0,1
hcps-ferrelltp,1,1
heyitsz_me,1,1
hot_diggity_dog119,1,1
ilikeanimals226,0,0
iraqste,1,1
jahardin2007,1,1
jamhouse,1,1
jbernaus12,1,1
jjmouriz,1,1
joanbanlles,1,1
joseleg008,1,1
kiml1020,1,1
kortiz0084,1,1
lbms31910,1,1
lbms71910,1,0
lcgamer411,0,1
letramentoquartoanob,0,0
levidor,1,1
liltka,1,1
lime_Yui,1,1
lishatek,0,0
lucasfds,1,1
matvey338,1,1
mb4597,1,1
mcompan05,1,1
mermaid20713,1,1
mhc2003,1,1
michaelat23,1,1
monkey165,0,0
moon_127,1,1
mostsettled,1,1
mperezv12019,0,0
muhammedcanbasbu,1,0
mvenegas32,1,1
mvogts_elephant_14,1,1
ndmel3,1,1
nerdysprinkles,1,1
nikoba,1,1
ninjadavidSo,1,0
official-mariogamers,0,0
olafkitty,0,0
panda4369,1,1
paperbagcat1,0,0
paradot_fan,1,0
peenut581,1,0
philipi002,1,1
polarbearlover1029,1,1
princessglitterpuppy,0,1
programmerpaige,1,1
purpledonut123,0,0
quinngeog,1,1
r125456,1,1
randomhuman3,1,0
raphaelmirandabjc,1,1
rturner18,1,1
rust01,1,1
ruthpavon,1,1
s185a2022,1,1
s323419,1,1
s643159,1,1
sanic67656456,0,0
santhemaster,1,1
saveseaotters,1,0
scarybois12341234,1,1
scratchcartooner,1,1
scratchislandhosth,0,0
skelatonmaxterplayz,0,0
sofijazec,1,0
some_random_madison,1,1
spacepotato246,1,1
st384222_,1,1
stqrs,1,1
supernumbers,0,0
surucu23,0,1
tacocatpro,1,0
tain0209,1,1
tayveon2019,1,1
the_non_binary_table,1,1
thesaltofhyrule,0,1
tolinb73,1,1
unbeatabletest,0,0
vSauceEM,1,1
veronicaborba28,1,1
vincentcss,1,1
vlomarcanllobet,1,0
waohz,1,1
wobblyfairy727,0,1
wolfieanimations12,1,0
wolfy_6,0,0
woubeshet17,1,1
xXDinoSoarXx,0,0
ynara12345,1,1
zakivaps315,0,1
----PHHedgehog----,0,0
-BerriiMochii,0,0
-CakeGirl-,0,0
-HeyStormie-,0,0
-Littleclaw-,1,1
-Magpie_,1,1
-Oceana_Blue-,0,0
-OreoCat-,1,1
-RogerThat-,1,1
-_Shine_-,1,1
1301247511,1,1
138_3d_1,0,0
138_3d_10,0,1
138_3v_24,1,1
18b3_emily,0,0
18b3_lenny,0,0
20012014,1,1
26jaguado,1,1
28mcmullinm,1,0
399josephba,1,1
3b0013,1,1
4157613130,1,0
5-B559,1,1
5-FazCoins,1,1
6610016759,1,1
706768,1,1
80399794wb,1,1
AANM2019ehs,1,1
ADCrouch,0,1
ADesai_2,1,1
AHeilmann23,1,1
ALMaye04,0,0
AarohiG,1,1
AbaDapa,0,0
Acontreras7,1,1
Adam8674,0,0
Ainmari,1,0
Andrew_Urrutia,1,1
Asterium,1,1
AwesomeTurtle20,1,1
Bedrock_Block,1,1
Ben2sap,1,1
Benjis_Burgers,1,1
Bnha12,0,0
Bonnie310,1,1
BuraKKinq,1,1
CG_2028,1,1
COOKIEDOUGHDINO,0,1
CReynaldoVGD,1,1
CandiWolfy,1,0
Carrotts05,1,1
Chloe_pumpkin,1,1
Chris136_,1,1
Cib05,1,1
Cjam80807,1,1
CodeBrick26,1,1
CoolKari,1,1
D-kitty,1,1
D1722233,0,0
DADER56,0,0
DFIG,1,1
DHACC,1,1
DMFCS19,1,1
DWB2019EAC,1,1
D_Harris7,1,1
Danzar233,1,1
Darkex_Swag83,1,1
Delaisa001,0,0
DinoLikeFootbal_2-0,1,1
EBiskin2007,0,0
Egor_,1,1
FishNChipps,1,1
Fortnite-Hopper,1,1
Freddy9207,1,0
GCA_IO_2025,1,1
GWaddell19,1,1
GlitterBombX,0,0
GoopdogJermy,1,0
HamptonInn,1,1
Hamzah003,1,1
HdRaCabezaCondo,1,1
HeIIo_HeIIo,0,1
HelloScratch2345,1,1
HenryKsb2,0,0
HrisiP,0,0
HuggableEthan,1,1
IMBOBYO773,1,1
IPressedAButton,1,1
IS44CM,1,1
ITSJUSTMEJIMMY,1,1
Ilikesquishies,1,1
Im320,0,1
JJWorld12,1,1
JM730244,0,1
JZtop,1,0
Jack17C,0,1
Jatawah,1,1
Javi_marcus,1,1
Jfaraci1,1,1
Jiffpom4eva,0,0
Josephine-o,1,1
Judgement_Noah,1,0
JulianDPA,1,1
KKiimmy,0,0
KM200737,1,1
KZFCS19,1,1
KateKrazyLuka,0,0
KimonoFox,1,1
KittitheScratcher,1,1
Kittykatgirl19,0,1
KocurekFreeman8,1,1
LarrsonVorobeva,0,0
Lavacannon88525,1,1
LenaTheScratchFan,0,0
Lil_Bean745,1,1
Lolbit_PleaseStandBy,1,1
LpsWarriorWolf,0,0
Lsant0764,1,1
LunaGachaEsther,0,0
MB-ELIF,1,1
Mac_n_blocks,1,1
Malleomalleo89999,0,0
Marie0223,1,1
MarioLuigiSonicFan,1,1
Mateo3336,1,0
MatthewPSB2,0,0
MaxEid25,0,1
Meamreal,0,1
Meitue,1,1
Memergirl12,0,0
Mmoreno7,1,1
MohammadUddin,0,0
Moth_Pool416,0,0
Mr_NootyNoot,1,1
Mssamra,1,1
Necrodues191,1,1
Nicholas_Ramirez,1,1
Ninipoke,1,1
Noah-Gallegos,1,1
OnionCatDoodles,1,1
Pietje500,0,1
PokiWeasel,0,0
ProKittyMeowMeow,1,1
PumpkinSpiceyLatte,0,1
Remix209,0,0
RogueMusse,1,1
RosaHernandezDarEven,1,1
RubberCatBoy360,1,1
RyanAndStuff,0,1
SZ038245,1,1
Shasta05,0,0
ShirohigueEXT,0,0
ShowbizNine6226,1,1
Shy_Pj,1,1
Sillygamer71,1,1
Silver_Stream_469,0,1
SkylarHudson,1,1
SophiaC11732,0,1
SuperGlitchGamer,1,1
THjoaquin,1,1
TY20XX,0,0
T_Kolesov,1,1
TheCombinedAccount,0,1
The_Derp_Cat,1,1
The_kid_on_scratch,0,0
TonyFox-,0,0
Tpiefer19,1,1
Turtleking2019,1,0
UndertaleLover009,0,0
Veericks,1,1
Vincent603,1,1
WONDERLAND____TOXIC,1,1
WWBen,1,0
WolfieOwU1,0,0
Wyatt_Johnson,1,1
Xx-Temmie-xX,1,0
XxPenywaysxX,1,1
YummyDonuts6908,1,1
_-Anti_Glitch_Sans-_,0,0
_Pastel01,1,1
a36192,1,1
aaad12,1,1
achuffk21,1,1
adorax36,1,1
adriansalasbello,1,1
alexAH22,1,1
alfarizi,1,1
alsrud6607,1,1
annhi2010,1,1
armourgrade3,1,0
asdfghjkl16234255,0,1
bannanajim709,1,1
beansmemes,1,0
ben_playzscratch772,1,1
bennybean07,1,1
betholgc745,1,1
bigcheddar42,1,1
blazquezrocio,1,1
bogo0102,1,1
brax55467,0,0
bricoblue,1,1
bricored,1,1
busch1957,1,1
c1693342,1,1
camsle,1,1
cg27check,0,1
chahyeon,1,1
chloemj9,1,1
chubbypuggy,1,1
chuck-g,1,1
codingpenguin123,0,1
coltdoughnutdog6,1,0
cookiedoe24,0,1
cookiemonster2y,1,1
cruz-raf000,1,1
cs2304308,0,0
cs2330968,1,1
cs2337087,0,1
cs2355228,1,1
cs2358126,1,1
cs2358417,0,0
cs2358431,0,1
cs2362312,1,1
cs2363135,1,1
cs2366948,1,1
cs2367218,1,1
cs2371107,1,1
cs2371331,0,1
cs2371945,1,1
cs2372196,1,1
cs2374238,1,1
cs2374381,0,1
cs2385125,1,0
cs2388019,1,0
cs2391241,1,1
cs2391756,1,1
cs2391771,1,1
cs2394674,1,1
cs2402849,1,1
cs2410743,0,0
cs2418515,0,0
cs2423083,1,1
cs2424633,0,1
cs2427913,1,1
cs2427915,1,1
cs2429092,1,0
cs2436095,1,0
cs2436238,1,0
cs2437833,1,1
cs2445584,1,1
cs2445646,1,0
cs2445691,0,0
cs2446854,1,0
cs2466333,1,1
cs2466576,1,1
cs2467537,1,0
cs2467546,1,1
cs2485146,1,1
cs2494667,0,0
cs2500760,1,1
cs2509680,1,1
cs2513515,1,1
cs2521801,1,1
cs2531603,1,1
cs2553842,1,1
cs2578776,1,1
cs3076521,1,1
cs3314557,1,1
cs3325341,1,1
csegura0013,1,1
cuccinello_mia,1,1
cwkdavid,1,1
cwkkellan25512,1,1
cwkmatthew28460,1,1
d1715249,1,0
dasgar72,1,1
doratheexplorer987,1,1
drugiMMB,0,1
edeweese5w,1,1
egal4,1,1
ei_g09,1,0
emilygalvan06,1,1
ensaladillarusa,1,1
equipoamigo11,0,1
etmonster31,1,1
fastcar1000,0,0
get_it_prince_xD,0,0
ghostseeeker2017,1,1
gian12345678,0,0
giant-squid_2241,0,0
gladkid400,1,1
goopta_michael_N,0,0
hasmb5,0,0
hawkstar64,1,1
henry_mrw19Q1,1,1
henrys2023,1,1
icNoahAb,1,1
iceytheicewolf2,0,1
isaacam40,0,0
ismaelj1680,1,1
jacbar18,0,1
jackluigi,1,1
jayton618,1,1
jbdey,1,1
jsabfan10,0,0
kea2019,1,1
kitty_chesh,0,0
kumo_chan,0,0
kutter2,1,1
kylalp29,1,1
lauramachi,1,1
lbms7905,1,1
lgonzalez2019,1,1
lllliiiioooozzzz,0,1
locatopduck,1,1
logankay,1,1
losa0433,1,1
madhamp,1,1
maeae23,0,1
mattbush,0,0
mduggggg,1,0
meme-master_1x1x1,0,1
michael9089,1,1
miistrosity,1,1
miltonps307,0,0
mineroak9,1,1
mposadag2019,0,0
mstiuso,1,1
musictheorybits,0,1
nadazec,0,1
ncesdigital38,0,0
nerdraerae,0,1
ngomez0070,1,1
nice445,0,1
nickjr135,1,1
niegocrazyy,1,1
nikitaangrybirds3,1,0
ninjae-oyelude,1,1
nyanmandoge,1,0
ohinson13,1,1
oofman24ot,0,1
outsidequest,1,0
owueasd,1,1
oyunpro415,1,1
paren2417,1,1
poisonedlover,0,0
pooemoji3692,0,0
pulsarst-l,1,0
purplemoon99,1,1
realmemj,1,1
rkgus7737,1,1
rozlar2018,1,1
s118386,1,1
s185a2030,1,1
s201600070,1,1
saikumarsk,1,1
sanandha09,0,0
savage424532,0,0
selenabernal,1,1
sfa19,1,1
sierra-the-weirdo,0,0
slatev,1,1
sls18191a26,1,0
sparkleunicorn1983,1,1
star_struck16,1,0
stastacyy,1,1
subtopewds400,1,1
superkiki1008,0,0
superking2008,0,0
sylvia1017,1,1
tigeraeva,1,1
tpaintschoettmer,1,1
tractor066,0,1
trippbyrd937,1,0
unicorno09,1,1
uniprincess2,0,0
vicki33k,0,0
vicky3604,1,1
warriorcat_fan123,0,0
werric,0,0
xxSWEETxxMINTxx,1,1
--ImHumanToo--,0,0
-AestheticNinjago-,0,0
-Kattilem-,1,1
-raccoons-,1,0
015Emmanuel,0,0
0scar0729,1,1
18b3_christopher,0,0
18b3_daijanae,0,0
18b3_deena,0,0
18smartlink99,1,1
19a3_emiliaa,0,0
1cawoohoo,0,0
1sasitharanc,1,1
20CLXY,0,1
217170036,1,1
247KEF0,1,1
247MJW,1,1
27odonnelld,0,1
27pdai,1,1
28etmay01,0,0
28haasa,1,1
28sandellk,1,1
2Lindsey19,1,1
2josh19,1,1
362maratbelarusian,1,1
8011298,1,1
A983sWorldUltimate,1,0
ALQG,0,1
AZTroisieme,0,0
AnElGl,1,1
Andgomis,1,1
AnimanieHowlKitten,0,0
AnnSSB2,0,0
AnnabellaSmiley2027,1,1
Anya_Zlodeeva,1,1
Apples234,1,1
AydGar72,1,1
BLOB_25,1,1
BMFCS19,1,1
BRIDGET_THE_CODER,1,0
Ballerin07,0,1
Bunnycorn32,1,1
CP833277,1,1
CSnow2019,1,1
Capolot,1,1
Cattima,1,1
Caymoo18,0,1
ChelseaThe3rd,0,0
CocoaSans365,0,0
ConWood2018,1,1
ConorThompson,1,1
Cool_Girl_4eva,0,1
Cowboysbiggestfan,1,1
Cruzster,1,1
DHOParker,1,0
Daiveon123,0,0
DeAnthonyDPA,1,1
Dianine,1,1
DillonDSV2,1,1
Drayton_Tucker24,1,0
EGES4321,1,1
EHTERNET-Plus,1,1
ESFCS19,1,1
EStrachan1,1,0
EV908166,1,0
Eastcoast6,1,1
EconDestroyer,1,1
EmeraldWeather,1,1
FGH142,1,1
FgRuben,0,1
Firebiccie,1,1
Fisheater9,1,1
GAdoge,1,1
GP2910,0,1
GameBoyDM05,1,1
GawronOnTop1,1,1
Grizzly541,1,1
GymnasticsWOW,1,1
HBgoingYEE,1,1
Hailey_ScratchClass,1,1
Harvseu_v2,1,1
HeftyHill,1,1
HenrySchwarz,0,1
Hexaverse,0,1
HockeyCat64,1,0
Honey_Love4804,0,1
Hurono-Co,1,1
ILikeFood28,1,1
I_am_a_crumpet,0,0
Illuminati_Nacho,1,1
Invader_MIZ,0,0
JAXONB2020,1,1
JEFCS19,1,1
JU158104,1,1
Jackal_Animates,0,0
Jam2018b,1,1
Jaxk_,0,1
Jezziex,1,1
Jmurphy211,1,1
Johny_Johny_abc,1,1
JonasMJPS430,1,1
JordanHSB2,0,0
Juanki65,1,1
Julia-1,1,1
Kali250,1,1
Katie_dogcat16,1,1
KittyCatMcKenzie,0,1
Kiwi_A,1,1
KocurekFreeman10,1,1
Ksingh609,1,1
LaVacaVoladora03,1,0
Lancer632,0,0
Lfs1175,1,1
Lgamer98,1,1
LoveJesus227,1,1
Lukrom,1,0
MaddieManges,0,0
Mahnameisjeff100,0,0
Majestical_Llama,1,0
Mb0487,1,1
MediaSaiger06,1,1
MelloTheMarsh,0,0
MiKE_HaWk71-2,1,1
Michael_Gamers,1,1
MoonTheMindreader,1,0
Moonlight_Warrior,0,0
MrSteamedHams,1,1
NaniKitty,0,0
NelaAracil,1,1
Nose2018,1,0
NsiahJ,1,1
OlinSPF,1,1
Oooot5,1,1
Orginoftheflyingpigs,1,1
OwOmasonsapir,1,0
Pandas095,1,0
PupWoof727,1,1
Purl_Boy58,1,1
RAVE1112,1,1
RhiPie,1,1
Richard2350,1,1
Rivertail415,0,0
RoderickLottJr,0,1
Room17craw,0,0
RukiFox,1,1
Ryi_The_Fox,0,1
SarMar2018,1,1
ScarlettheSkywing,1,1
Silverberry123,0,0
Silverflower1,0,0
SkyBlueQuartz,1,1
SkyyDPA,1,1
Sparisi21,0,0
SrDerpAlot,0,0
Swallows651,1,0
TIXfan22,1,1
TengisGanzorig,1,1
Thardys,0,0
TheCoolGuyXam,0,0
TheNuclearYT,1,0
TinyTerror54577,0,0
Tinytimrobot,1,1
Tomilol89,1,1
Tony_Baldacci,1,1
