,UserName,Class_before,PredClass_before,Class,PredClass
0,0101codeseal0101,1,1,1,1
1,10628184_Alicia,1,1,1,1
2,1roserose,1,1,1,1
3,226_The_Game_Maker,1,1,1,1
4,22bwaite,1,1,1,1
5,247BWH,1,1,1,1
6,247KIM,1,1,1,1
7,2josh19,1,1,1,1
8,2valaree19,1,1,1,1
9,333666999000,1,1,1,1
10,399quintone,1,1,1,1
11,3REva,1,1,1,1
12,430294,1,1,1,1
13,5AByron,1,1,1,1
14,8011160SD,1,1,1,1
15,88128745am,1,1,1,1
16,AAP2019ehs,1,1,1,1
17,ADesai_2,1,1,1,1
18,AFB2019ehs,1,1,1,1
19,AHeilmann23,1,1,1,1
20,AarohiG,1,1,1,1
21,Acontreras7,1,1,1,1
22,AddisonSPF,1,1,1,1
24,All_Fortnite_Emotes,1,1,1,1
25,AlmostJay,1,1,1,1
26,Alvaro280504,1,1,1,1
27,AnVaBra,1,1,1,1
30,AwesomeTurtle20,1,1,1,1
31,B73054768,1,1,1,1
32,BasilWING3443234,1,1,1,1
33,BloodDragon5000,1,1,1,1
34,Bolt_The_Dragon,1,1,1,1
35,Buildmaster0303,1,1,1,1
37,CMK2019ehs,1,1,1,1
38,CODchamp145,1,1,1,1
39,CP833277,1,1,1,1
40,CastroCarreno2006,1,1,1,1
42,CubixOfficial,1,1,1,1
43,CuddleCat7,1,1,1,1
44,Cupper04,1,1,1,1
45,Danzar233,1,1,1,1
46,DavidR27,1,1,1,1
47,Digitalwerkstatt-MDW,1,1,1,1
49,DominicDrummond,1,1,1,1
51,Ellatch,1,1,1,1
52,Exitmap2,1,1,1,1
53,Fatima10-11-07,1,1,1,1
54,FishNChipps,1,1,1,1
56,GE9751423,1,1,1,1
57,GoatSimulator2,1,1,1,1
59,GrapeSodaIsYummy,1,1,1,1
60,HALOCHIEF13,1,1,1,1
62,I_like_food180,1,1,1,1
63,I_love_HORSES_22,1,1,1,1
64,Iamhappy1234,1,1,1,1
65,Ighor_Ubialli,1,1,1,1
66,InvestedMist,1,1,1,1
67,JKKevin,1,1,1,1
68,Jmurphy211,1,1,1,1
69,JulianDPA,1,1,1,1
70,Juztinmed05,1,1,1,1
71,KMinhasjcc,1,1,1,1
72,Kezlik,1,1,1,1
74,LessThan3Chips,1,1,1,1
75,Lfs1175,1,1,1,1
76,LizzyR255,1,1,1,1
78,MADU12,1,1,1,1
79,Mac_n_blocks,1,1,1,1
80,MayaRen,1,1,1,1
81,MeeWee24,1,1,1,1
82,MicroAnimate7527,1,1,1,1
83,Mr_NootyNoot,1,1,1,1
84,Mrjtp,1,1,1,1
85,ND50,1,1,1,1
86,NelaAracil,1,1,1,1
87,Normal_Username77,1,1,1,1
88,OlliePhilp,1,1,1,1
89,OwO_030,1,1,1,1
91,RICHFLOWER,1,1,1,1
93,RoofyDog08,1,1,1,1
94,Roxy-Attacker,1,1,1,1
95,Ryss_g0t3m,1,1,1,1
97,SL932512,1,1,1,1
99,ShMarley,1,1,1,1
101,SneakersMan,1,1,1,1
102,Sparkling-Twi-Haze,1,1,1,1
103,Stone4374,1,1,1,1
104,StrawBerryFace4,1,1,1,1
105,TMF10,1,1,1,1
106,TempoPlayz,1,1,1,1
108,Tulm,1,1,1,1
109,VFelix15,1,1,1,1
110,WaitangiMuseum,1,1,1,1
111,WesleyD345,1,1,1,1
114,XxPenywaysxX,1,1,1,1
115,YV9755260,1,1,1,1
116,aduckie2024,1,1,1,1
118,aleher27,1,1,1,1
119,alfarizi,1,1,1,1
120,amiller4346,1,1,1,1
121,arandomscratchdude,1,1,1,1
122,at_g09,1,1,1,1
123,awilli19077,1,1,1,1
125,bricoblue,1,1,1,1
126,bricored,1,1,1,1
127,c1693342,1,1,1,1
128,car_driver45_becool,1,1,1,1
129,catlover3465,1,1,1,1
130,chloemj9,1,1,1,1
131,chuck-g,1,1,1,1
132,collincoder987,1,1,1,1
133,cooltytus202,1,1,1,1
134,crm2019,1,1,1,1
137,cs2360295,1,1,1,1
138,cs2361503,1,1,1,1
139,cs2364310,1,1,1,1
