UserName,Class,PredClass
247DMH,1,1
26RLACY-18,1,1
46mapu,1,1
6610016768cam,1,0
725415,1,1
8011185AH,1,1
Adrian_Sun,1,1
AlexanderYN,1,1
AliveBilly123123,1,1
Alviro1972,1,1
Ashcash0324,1,1
Aswdfzxcxcbbyn,1,1
BigChungasOfUsa,1,1
CN_NINJA_IY,1,1
CharmantDude,1,1
CheesecakeCodes,1,1
Chipsandsalsa2,1,1
Cucumber1208,1,1
Flashfire1216,1,1
FlyingWolfCat,1,1
GULLERMITOO,1,0
Grongo007,1,1
Hfowler421842,1,1
Hissing_Burrito,1,1
J251A6Coder,1,1
J2cat,1,1
JBM24,1,1
JasonKool113,1,0
JohnBB06,1,1
JohnK2002,1,1
KIYUA35,1,1
LES-CAM,1,1
Legoatspi,1,0
ManioElf,1,1
Miral6E23,1,0
Nick_Crabnerry,1,0
Oooot5,1,0
Panterakawaii,1,1
PokeTDC,1,0
R_Kshirsagar,1,1
ReceDaBeast12,1,0
SSnow88,1,0
ScratchTheBest12,1,1
Shad0wtiger7,1,1
Skyloft2008,1,1
THE-DOG-DRAGON,1,1
TayteDMSC1,1,1
TecheNerd,1,1
ThomasMorales453,1,1
Xgamer204,1,1
_Silverhawk_,1,1
a36192,1,1
aiden-mann,1,1
aiden_lang_cn,1,1
alex_romero_cnhm,1,1
alfarizi,1,0
bch33352,1,1
bdzbasicbricks,1,1
bobobodob990,1,1
bybarra02,1,1
capenaar000,1,1
cassch19,1,1
codingclubNT,1,0
courtneyanle,1,1
cs2396701,1,1
cs2448674,1,0
cs2533176,1,0
cs3708826,1,0
donuteatingmachine,1,1
dylan_flaum,1,1
efd_emre48,1,1
ethan_reese,1,1
flamelordcn,1,1
hsutp,1,1
iruiz209,1,1
ismaelj1680,1,0
nihaltech407,1,1
ninja_ben1,1,1
ninjascode7,1,1
papaya127,1,1
pd5ws23mp,1,1
peenut581,1,0
pentele_pollak,1,1
pink_235,1,1
raginggorillaz2,1,0
rocfp,1,1
rosariocollados,1,0
rturner18,1,1
s306098,1,1
sj-parker-creager,1,1
sls18191a15,1,0
slymantella3674,1,0
soslulimon,1,1
srinimal-jothi-cn,1,1
tofferbla,1,1
ultimate-apprentice,1,1
xiaoliXZWL,1,0
yb3310,1,1
z_rehman,1,0
zane_savanhu_cnhm,1,1
--AmazingCoder--,0,0
-Aesthetic-Seashell-,0,0
-Oceanstudios-,0,0
-SCARECROW-,0,0
-Taz,0,0
-ZeRo_Gravity-,0,0
-_ParticleLeopard_-,0,0
-chaitea,0,0
001734yeet,0,0
007Ram,0,0
023b48,0,0
0289J,0,0
1017233,0,0
10628195_Nathan,0,0
11lucasfsa,0,0
123MinecraftMan,0,0
1410731031,0,0
14_B,0,0
170jpbt,0,0
18b3_cy,0,0
18b3_natan,0,0
200140150,0,0
2021abinnion,0,0
22tomlh,0,0
247BWH,0,0
247KEF0,0,0
247MAJ,0,0
26jaguado,0,0
28hilld,0,0
34tzuz,0,0
399adriana,0,0
399camerons,0,0
399miab,0,0
3pbob13,0,0
40007347,0,0
5ia5ib8,0,0
8011298,0,0
8015717XR,0,0
80399813VH,0,0
8m2019,0,0
9roserose,0,0
ARI3S,0,0
Agent80,0,0
Andgomis,0,0
Andreamin13,0,0
Apples234,0,0
Archibald_Claus,0,0
Asgardian_Aesthetics,0,0
Asterium,0,0
AvaGal24,0,0
AydGar72,0,0
BaseBall_Queen123,0,0
BellaPPG,0,0
Bensingh10,0,0
Bfdifan43,0,0
Bielicke3824,0,0
Blossoms_Paradise,0,0
BlueFoxJTB,0,0
Boppy16,0,0
CAVI0528,0,0
CODchamp145,0,0
Capolot,0,0
Chikazor,0,0
Choco_Cthulhu,0,0
Chris136_,0,0
ChristianShinall64,0,0
ChristineAesthetic,0,0
ColSSan2018,0,0
ConWood2018,0,0
CoreyStevenson,0,0
CorsoScratchTrento,0,0
DEAVER2019,0,0
DKCARR2006,0,0
DMFCS19,0,0
DWN123,0,0
Daanesh4,0,0
Damon_F,0,0
Darkex_Swag83,0,0
DarthVader4Life,0,0
Dazh7,0,0
DeNayshaDPA,0,0
DeanIsUnderrated,0,0
Deathblade5,0,0
Delaisa001,0,0
Digitalwerkstatt-DUS,0,0
Doggywoofwoo,0,0
Dollyisbananas,0,0
EPoole2019,0,0
EUJs1601137,0,0
EWAPOLS04,0,0
Eddie_Murphy,0,0
EllaRenee,0,0
ElliotHawins,0,0
Ema_Abukara2003,0,0
EmeraldWeather,0,0
Erik_Stlluis,0,0
Estela-,0,0
EvenCoolerAleshaTeam,0,0
Fattymonkey,0,0
FloatyGames22,0,0
FluffyTheDragonCat,0,0
Foozled,0,0
GB3535ReuploadsBack,0,0
Garrycool57,0,0
GatorScratch2027,0,0
GenesisLema,0,0
GojiKris,0,0
GreYWolfieStudios,0,0
HALK629,0,0
HeIIo_HeIIo,0,0
HeftyHill,0,0
Herzeriy,0,0
HirochiCarSales,0,0
Hope_Drift,0,0
IPressedAButton,0,0
IcyIsaiah04,0,0
IntroCompSciAccount,0,0
ItsKarmaBoi,0,0
JGarza19,0,0
JPlaqual01,0,0
JT455450,0,0
JZtop,0,0
Jason3332,0,0
JasonDMSN4,0,0
Jazzy_Jaguar2,0,0
Jburkard2006,0,0
JellyTehBoi,0,0
Jelord,0,0
JesseLiebrand,0,0
Jlewis50,0,0
Joao_Vitor320,0,0
Jordan-brunner123,0,0
Joris14,0,0
Juanki65,0,0
KKiimmy,0,0
KM200737,0,0
KRAZYKoderz,0,0
Kalo915,0,0
KatieLovesAlexa,0,0
KavyaWat,0,0
Koharu_Seto,0,0
Ksingh609,0,0
LERATOtara10,0,0
Lancer632,0,0
LegoDude832,0,0
Lilli6789,0,0
Lollylau,0,0
Loser_Gacha,0,0
Loser_Potato,0,0
LpsWarriorWolf,0,0
Luve4life,0,0
Lynxfeather305,0,0
ML242918,0,0
Mackandpooh,0,0
Magikarpisaboss,0,0
MapleFeatherStar,0,0
Marcosrodriguez9,0,0
MattCrosby,0,0
McChicken_Stick,0,0
Megannco45,0,0
Mermaid_cat21,0,0
Merplandia26,0,0
Mia5897,0,0
MikeyNsb2,0,0
MiracleDPA,0,0
MittenAP,0,0
MontgomeryA125,0,0
Moonlight_Warrior,0,0
Moth_Pool416,0,0
MrPizzaa,0,0
Musaja,0,0
MyAccountTest,0,0
N_B2019,0,0
Noah-Gallegos,0,0
NoahBlueo5,0,0
Normal_Username77,0,0
October_Rain,0,0
OscarRojo,0,0
PandaBoyc,0,0
Perry2--,0,0
PhoenixOMG,0,0
Pigacorn207,0,0
Pinkheart23,0,0
Pip_the_Puppeteer,0,0
PipiRobox,0,0
Purl_Boy58,0,0
Qwasey,0,0
RAVE1112,0,0
Racoonbun,0,0
Rainbowkid35,0,0
Ray-lee,0,0
ReGamma2000,0,0
Rivertail415,0,0
RoofyDog08,0,0
Ross35,0,0
RubberCatBoy360,0,0
RufatComedian,0,0
SH4183,0,0
ST126122,0,0
SantiagoMoyleCG,0,0
ShadowFeatherGames,0,0
Shimmer-N-Shine,0,0
ShowbizNine6226,0,0
SlimySeal,0,0
Snow-Flake101,0,0
Sookiyaki23,0,0
SoonDubu,0,0
Springbonnie121213,0,0
StormyDaysAwait,0,0
StudentMLaw,0,0
SulmanY,0,0
TECNOPROCM1,0,0
THE_EAST_BEAST,0,0
TNMBalyssa,0,0
TengisGanzorig,0,0
Tgamer101010,0,0
Thardys,0,0
TheFoxGodDA,0,0
TheLoser_,0,0
TheSpoonMan55,0,0
The_WindowsVista,0,0
Thepattyboycameron66,0,0
Thomasjackson17,0,0
Tigergirlmelody,0,0
TinyPup2008,0,0
Tomilol89,0,0
ToyStoryAndy,0,0
Traffic_Light,0,0
UniSteward09,0,0
WWBen,0,0
WilkiesFun4477,0,0
WillowWindDragon,0,0
WinderScratch,0,0
WolfFanfare,0,0
Worp66Scream,0,0
XRinRed,0,0
XXCJGAMERXX,0,0
YEETOScheetos,0,0
ZoGronbukt,0,0
a613546,0,0
aani2015,0,0
achuffk21,0,0
adhareshwar14,0,0
aeren41,0,0
airbear18,0,0
alsrud6607,0,0
anavila2,0,0
angrybirdqueen,0,0
bachnron00044,0,0
banditoqq__,0,0
barnicleboy2828,0,0
bengamer1,0,0
blc06,0,0
bovelles,0,0
bricored,0,0
brramos-meraz11,0,0
brynntraynor,0,0
butbut123433,0,0
carlos_mrw19Q1,0,0
cart08642,0,0
chasethenyancatjr,0,0
cherryblossom0311,0,0
chrant18,0,0
codeclubyelnif,0,0
cookie9999999,0,0
crazzycat223,0,0
cs2321739,0,0
cs2328003,0,0
cs2336666,0,0
cs2351879,0,0
cs2358455,0,0
cs2358474,0,0
cs2366948,0,0
cs2367717,0,0
cs2375384,0,0
cs2391241,0,0
cs2394639,0,0
cs2394645,0,0
cs2394672,0,0
cs2395824,0,0
cs2404990,0,0
cs2423108,0,0
cs2426124,0,0
cs2429228,0,0
cs2436241,0,0
cs2439594,0,0
cs2443816,0,0
cs2445584,0,0
cs2445631,0,0
cs2446806,0,0
cs2466576,0,0
cs2467537,0,0
cs2521801,0,0
cs2524314,0,0
cs2531565,0,0
cs2531603,0,0
cs2536638,0,0
cs2543549,0,0
cs2578764,0,0
cs2617982,0,0
cs2618002,0,0
cs2618006,0,0
cs2621495,0,0
cs2764812,0,0
cs3072789,0,0
cs3318142,0,0
cs3325341,0,0
cs3642535,0,0
cs3691836,0,0
d1709948,0,0
dalandaverde415,0,0
danielmu_stlluis,0,0
danielthegreat01k,0,0
ddlucas80,0,0
desstt,0,0
dianmine,0,0
djc102,0,0
dlmcmonagle,0,0
doggystuff,0,0
dolphin3464,0,0
donutvsdonut,0,0
doogles55,0,0
dsiphony,0,0
electricmuffin,0,0
ellieesb2,0,0
equipoamigo4,0,0
ethanps307,0,0
eun1151,0,0
everysinglesuperbran,0,0
fatimahsyifa14,0,0
foofles,0,0
fox9056,0,0
gesimmons2024,0,0
grammynorma4,0,0
hackerDog101001,0,0
hazycakes,0,0
hcc840448,0,0
hcc840516,0,0
hcc843996,0,0
helpmethis,0,0
heyitsz_me,0,0
horyzonty,0,0
huffle_puff_fluff,0,0
hunarkx,0,0
iloveboxtops,0,0
isaiahbonzi,0,0
jasmith22,0,0
jbdey,0,0
jellybro1010,0,0
jharris1118,0,0
jmontoyaw2019,0,0
jordancooper1234,0,0
jorgielsMacatroll,0,0
josephbrowny830,0,0
ju2464,0,0
kimsionon,0,0
kirill_ch_2010,0,0
kiwi2_0,0,0
knaroz2018,0,0
kortiz0084,0,0
kursee18,0,0
lauraprimeroa,0,0
leonidasee,0,0
lg2019eac,0,0
liamt2807,0,0
likeclose,0,0
lilcommander009,0,0
lilvuitton,0,0
littlecattoy,0,0
lstew,0,0
luciacaboh,0,0
maatiglezz7,0,0
magiCodeAcademy,0,0
magnus_the_great,0,0
martinez_marta,0,0
martinkotatko,0,0
martiroksan,0,0
masonshhs,0,0
matheussouzabj630,0,0
mckmah18,0,0
mcornago7,0,0
michael9089,0,0
mightymutt29,0,0
mimaff,0,0
minimk3,0,0
miriam2010,0,0
mischeivous_abby,0,0
mlpfan21,0,0
mmcpherson2020,0,0
mposadag2019,0,0
mrcz20,0,0
nerearamon19,0,0
newjun050305,0,0
nynkat2011,0,0
ohnoob,0,0
omdel479,0,0
pablop72,0,0
pchanta-,0,0
pedrochiarellibj630,0,0
philipi002,0,0
poedog,0,0
powerpuffstar,0,0
pq10,0,0
rannam,0,0
ridepaper,0,0
ridgeracing14,0,0
rkgus7737,0,0
rockefellerm,0,0
rojdan,0,0
s185a2034,0,0
s563036,0,0
sahilk8,0,0
sanicgamer89,0,0
sanstale7,0,0
sbelmont,0,0
sbsa613,0,0
scratchy_catti,0,0
sezoooozz98,0,0
sg-ta18-19,0,0
sirjeffbob,0,0
sixplustwo,0,0
skelatonmaxterplayz,0,0
smskrckUC,0,0
snailsUwUyeet,0,0
songhj5,0,0
sophiebcms,0,0
specialsam12345,0,0
spottydottie,0,0
steph200317_,0,0
stmsolc,0,0
sunkissed_,0,0
superspiderman100,0,0
susecat,0,0
syedatech403,0,0
tacocatpro,0,0
therealkpj7,0,0
thriftlolo,0,0
timbob1013,0,0
totoro-child,0,0
trooper456,0,0
unganda_boi,0,0
unicorn4lifelove,0,0
uriosteguic,0,0
victormaccaroni,0,0
wafflenyan_cat,0,0
waohz,0,0
wewrwtrg,0,0
wolfdogggg,0,0
woopass,0,0
yeetson55,0,0
youtuber_Lelu,0,0
yul8837,0,0
zalucas,0,0
zebriscoe,0,0
zeckste,0,0
09probro9,1,1
247JNB,1,0
247LMS,1,0
2Tyson19,1,0
2josh19,1,0
2lauren19,1,0
ANCompSci,1,1
Ant621,1,0
CastroCarreno2006,1,1
DemoArsen,1,1
DenioKadia,1,0
EndlessErrors,1,0
FrostyFeraligatr,1,1
Gamerfurious13,1,1
Hugo_ANs,1,1
Illini2005,1,1
Jatawah,1,0
KrowGaming,1,1
LRCplanet,1,1
MariaHand,1,1
MonkeyRapoza,1,1
Nate_LOCS,1,1
OPLKK,1,1
Octoling8207,1,1
OwO_Inkling,1,1
ParmesanPizza,1,1
Pepper_The_Pig,1,1
Pinkachu-,1,1
PlatypusBuddyMan,1,0
PrinceOfSpades,1,1
PusheenTheCatMeow1,1,1
Quey_Buey,1,1
RED_BLUEYELLOW,1,1
Remington8002032,1,1
SAmmmmm1122,1,1
SNaimey,1,0
SamTheNam,1,0
TicoRico25,1,1
UserCdfjer,1,0
WFunGuyW_3,1,0
Xtrem3Dogg0,1,0
YourDailyContent,1,1
ZHK_2010,1,1
alvarolr23,1,1
anek_bedi,1,1
anna_tsubina,1,1
arpuvi,1,1
blackserpent789,1,1
cashie5,1,1
cawdd,1,1
champion_3,1,1
cncoder70,1,1
cnpeoria_petty,1,1
crazyarcadedude12345,1,1
cs2395816,1,0
cs2395821,1,1
cs2401827,1,0
cs2579439,1,0
cs2856894,1,0
cupofcoffeeman,1,1
datboris,1,1
deathmaster51,1,1
devinsacco2050,1,1
drac1256,1,1
dunchy,1,0
gaming-taco29,1,1
got_sued_by_nintendo,1,1
gris-gris1,1,1
haileyd123,1,1
heg2019ehs,1,1
hss-tech,1,1
httpsnotsecure,1,1
jermeychen,1,1
jordannfergusonn,1,1
jorgepascua19,1,1
jv2026,1,0
jyoonchae,1,1
kalamd,1,0
kasleo700837,1,0
kelsta-nnawuba,1,1
kenziekoenig,1,1
kompazr,1,0
lrodriggor,1,0
ninja-sam,1,1
ninjaalexl,1,1
phosphorusl,1,0
rafarea26,1,0
realmemj,1,0
royam0820,1,0
rydermeade,1,1
scad7,1,0
shibamushi,1,1
starwar654,1,0
thatmaninblue,1,1
vh0213,1,0
vincentcss,1,1
wwu2000,1,1
youngoof,1,1
zarmath,1,1
zhenxiangde,1,1
-BerriiMochii,0,0
-Intentional-,0,0
-MCMaster2-,0,0
-SkaiBlue-,0,0
-WolfyAnimates-,0,0
-sunsetflower-,0,0
-sushiiq-,0,0
05hoop53ca,0,0
100025373,0,0
10660416,0,0
1213215001,0,0
18b3_gisele,0,0
18b3_lenny,0,0
1cornpls123,0,0
1kinda,0,0
2000054973,0,0
20014190,0,0
22hepay,0,0
247ERH,0,0
27pdai,0,0
2Lindsey19,0,0
2kami,0,0
3021804,0,0
333666999000,0,0
362maratbelarusian,0,0
399michaelg,0,0
399zackr,0,0
3REva,0,0
579426ma,0,0
5Agrup3,0,0
5m-ay,0,0
78lcas322,0,0
80399830,0,0
AAP2019ehs,0,0
ALoury,0,0
AVLOPEZ415,0,0
AarohiG,0,0
Abdullaah_5CC,0,0
AedanWsb2,0,0
AfanasevMathew,0,0
AlanaOliv16,0,0
Alejandro5D23,0,0
Alpha_-Wolf-_,0,0
AlvaroVT,0,0
AlychaBCMS1,0,0
AnimeKnight2,0,0
Anime_QueenYT,0,0
AnnabellaSmiley2027,0,0
AnneShirley11,0,0
AntonioDeroni,0,0
Ava2348,0,0
AwesomeTurtle20,0,0
Awsomeable,0,0
BM39470,0,0
BarackJohnson,0,0
BassPlayer90,0,0
BigB2Play,0,0
Blake_Ashton_Corp,0,0
Blixer2,0,0
BongoTheWolf,0,0
BreAd-12,0,0
BriannaBSB2,0,0
Buehrlen1018,0,0
BuraKKinq,0,0
CGI10,0,0
CSnow2019,0,0
ChompyDog,0,0
Chooks123456,0,0
Cinderquin-,0,0
ClarkMiSB2,0,0
CodeBrick26,0,0
ConorThompson,0,0
CrazyCakeV1,0,0
CrushCoder,0,0
DMC986CC,0,0
DPWest,0,0
DSidorova,0,0
Dakmon,0,0
DarioPA,0,0
DeMari207949,0,0
DefinatelyNotJevil,0,0
Digitalwerkstatt-MDW,0,0
Dinggick,0,0
DrakeMaxEVEN,0,0
DreKanMoo,0,0
Dreadraid,0,0
Duckanimation,0,0
Dyburns21,0,0
EBiskin2007,0,0
EJMoise,0,0
ESCOLAGRUP5A,0,0
Eevee_11,0,0
EkstraSDKalamKudus,0,0
EmericS,0,0
EnochP13,0,0
EvanO334,0,0
Exitmap2,0,0
FarmerGusBus,0,0
Firebiccie,0,0
Flex10_playz,0,0
Foxelli,0,0
Frostingkittycupcak9,0,0
Fuzzykitten29,0,0
GeometryDasher5000,0,0
GustavoRodrim,0,0
HFGR4EJ,0,0
Hexaverse,0,0
Hockeysteve,0,0
HoneyDraws,0,0
Htass,0,0
IAmALemonFruit,0,0
IL2028WASD,0,0
Ian_CR,0,0
Imogen3Q19_denman,0,0
Inklax,0,0
Ipreachmath,0,0
ItzNowzPlayz,0,0
JDiMarzio,0,0
JSGroup1,0,0
JackMartin12345,0,0
Jacksepticyce_fan,0,0
JaielRodriguez,0,0
JamesMSB2,0,0
JasonZSB2,0,0
JennyDMSC2,0,0
JesseMario2009,0,0
Jmurphy211,0,0
JonochromeFan2018,0,0
Katylovelol24,0,0
Keeping0it0Cassie,0,0
KittenC0des,0,0
KocurekFreeman10,0,0
LA13379,0,0
LB381792,0,0
LOsburn,0,0
LaVacaVoladora03,0,0
LilBit224,0,0
LizzyR255,0,0
LunaGachaEsther,0,0
Lynx-Programming,0,0
MLatasa,0,0
MR_PICKLE_MEMES,0,0
Maggie1205,0,0
Mamcintyre,0,0
MarcPonsRodriguez15,0,0
